,Lat,Lon,Category,Date,Time
18274,40.7148767,-73.9134918,Gr. Larceny,2022-05-21,6PM
18275,40.7178978,-73.9097748,Gr. Larceny,2022-09-06,4PM
18276,40.7178921,-73.9466408,G.L.A.,2022-07-23,4AM
18277,40.7178500,-73.8572598,Burglary,2022-05-17,3PM
18278,40.7181202,-73.9902297,Gr. Larceny,2022-08-01,9PM
18279,40.7181202,-74.0105300,Gr. Larceny,2022-09-17,8PM
18280,40.7181378,-73.9083713,G.L.A.,2022-09-26,10PM
18281,40.7181598,-73.9979303,Gr. Larceny,2022-09-25,10PM
18282,40.7180613,-73.9596266,Gr. Larceny,2022-02-15,2AM
18283,40.7181038,-73.9865483,Robbery,2022-09-30,10AM
18284,40.7185036,-73.7520770,Gr. Larceny,2022-08-23,12AM
18285,40.7185098,-73.8428101,Gr. Larceny,2022-05-22,1AM
18286,40.7185155,-73.7352734,Robbery,2022-05-13,12PM
18287,40.7183897,-73.8565497,Robbery,2022-05-26,7AM
18288,40.7184480,-73.9987610,Robbery,2022-06-30,7PM
18289,40.7182860,-73.8151598,G.L.A.,2022-02-26,12PM
18290,40.7183384,-73.8334915,Gr. Larceny,2022-06-04,1AM
18291,40.7183502,-73.7499399,Gr. Larceny,2022-07-10,6PM
18292,40.7182562,-73.8636408,G.L.A.,2022-01-24,6PM
18293,40.7182603,-74.0088898,Burglary,2022-07-18,10AM
18294,40.7191117,-73.8049786,Burglary,2022-02-04,12AM
18295,40.7191386,-74.0069298,Gr. Larceny,2022-08-12,1PM
18296,40.7191300,-73.7711401,G.L.A.,2022-04-04,3PM
18297,40.7190994,-73.7399650,Gr. Larceny,2022-03-13,9PM
18298,40.7189262,-73.9434084,Gr. Larceny,2022-08-25,6PM
18299,40.7189292,-73.9565240,Gr. Larceny,2022-01-19,9PM
18300,40.7189597,-73.7472497,Robbery,2022-02-21,9AM
18301,40.7189597,-74.0012703,Gr. Larceny,2022-07-10,11AM
18302,40.7190099,-73.8755470,Gr. Larceny,2022-04-03,9AM
18303,40.7189000,-73.7804199,Gr. Larceny,2022-09-16,12PM
18304,40.7188699,-73.9889697,Robbery,2022-08-07,2PM
18305,40.7188699,-73.7555699,Burglary,2022-05-14,2AM
18306,40.7188725,-73.8234877,Gr. Larceny,2022-09-28,7AM
18307,40.7186292,-73.9794342,Robbery,2022-09-30,7PM
18308,40.7186902,-73.9546797,Gr. Larceny,2022-04-07,1PM
18309,40.7187198,-73.9890558,Robbery,2022-09-14,2PM
18310,40.7187129,-73.7984860,Gr. Larceny,2022-09-19,6PM
18311,40.7186900,-73.9546765,Robbery,2022-08-11,1PM
18312,40.7187103,-73.8209199,G.L.A.,2022-05-13,10AM
18313,40.7207803,-73.8063703,G.L.A.,2022-07-17,7PM
18314,40.7207501,-73.8500500,Burglary,2022-06-03,12PM
18315,40.7206200,-73.9592401,G.L.A.,2022-09-29,10AM
18316,40.7205898,-73.9547702,Fel. Assault,2022-09-08,9PM
18317,40.7205603,-73.7892303,Gr. Larceny,2022-09-02,2PM
18318,40.7205298,-73.9049371,G.L.A.,2022-03-07,6PM
18319,40.7201701,-73.8447921,Gr. Larceny,2022-09-27,5PM
18320,40.7202523,-73.7334546,Murder,2022-05-25,10PM
18321,40.7201029,-73.7989709,Gr. Larceny,2022-09-01,10PM
18322,40.7200774,-73.9883413,Robbery,2022-09-18,8PM
18323,40.7203102,-73.9891098,Robbery,2022-09-29,7PM
18324,40.7203303,-73.7323198,Burglary,2022-04-01,3AM
18325,40.7204302,-73.8041903,Gr. Larceny,2022-09-01,2PM
18326,40.7196921,-73.8558259,Gr. Larceny,2022-05-17,2PM
18327,40.7196102,-73.8782099,Gr. Larceny,2022-06-14,4AM
18328,40.7197897,-73.9061321,G.L.A.,2022-05-28,7AM
18329,40.7197553,-73.9623051,Robbery,2022-10-02,8PM
18330,40.7199393,-74.0014199,Robbery,2022-05-26,9PM
18331,40.7199459,-74.0085845,Gr. Larceny,2022-09-27,7PM
18332,40.7199803,-73.9836401,Gr. Larceny,2022-09-27,2PM
18333,40.7199025,-73.9929312,Gr. Larceny,2022-08-21,5AM
18334,40.7194901,-73.9559403,Gr. Larceny,2022-04-19,7PM
18335,40.7195699,-73.7331902,Robbery,2022-08-10,6PM
18336,40.7195105,-73.8026937,G.L.A.,2022-01-07,7PM
18337,40.7195322,-73.9604382,Gr. Larceny,2022-09-06,6PM
18338,40.7194093,-73.9913194,Burglary,2022-04-25,1AM
18339,40.7193500,-73.8426203,Burglary,2022-09-15,4PM
18340,40.7193198,-73.9973000,Gr. Larceny,2022-09-26,2PM
18341,40.7128000,-73.9971203,Burglary,2022-04-15,5AM
18342,40.7128403,-73.9038203,Robbery,2022-08-23,3PM
18343,40.7127027,-73.9006008,Robbery,2022-09-30,11PM
18344,40.7125298,-74.0076701,Gr. Larceny,2022-09-13,3PM
18345,40.7126699,-73.8230999,Gr. Larceny,2022-05-17,8PM
18346,40.7126398,-73.8124200,Gr. Larceny,2022-02-25,3PM
18347,40.7122602,-73.9554702,Gr. Larceny,2022-09-13,8AM
18348,40.7124734,-73.9837637,Fel. Assault,2022-09-28,4PM
18349,40.7123815,-73.8265388,Gr. Larceny,2022-09-26,3PM
18350,40.7124500,-73.8940101,G.L.A.,2022-04-10,1AM
18351,40.7133197,-73.9162302,G.L.A.,2022-01-10,11AM
18352,40.7133266,-73.9162361,Gr. Larceny,2022-08-22,11AM
18353,40.7134044,-73.7704006,Robbery,2022-05-29,10AM
18354,40.7133801,-73.8595203,Gr. Larceny,2022-06-21,12PM
18355,40.7133700,-73.9260397,Gr. Larceny,2022-01-17,5PM
18356,40.7133691,-73.7629076,Robbery,2022-04-06,9PM
18357,40.7131903,-73.9388003,Gr. Larceny,2022-01-14,9PM
18358,40.7132995,-73.7661235,Gr. Larceny,2022-06-18,12PM
18359,40.7132902,-73.7648597,G.L.A.,2022-03-12,6PM
18360,40.7131400,-73.8752601,Robbery,2022-06-12,6AM
18361,40.7131199,-74.0125597,Gr. Larceny,2022-09-20,12PM
18362,40.7130687,-73.9441470,Gr. Larceny,2022-04-14,1PM
18363,40.7130803,-73.9850503,Robbery,2022-09-19,3AM
18364,40.7130535,-73.7348907,Robbery,2022-10-02,7PM
18365,40.7130681,-73.9640792,Gr. Larceny,2022-04-06,2PM
18366,40.7130634,-74.0072184,Fel. Assault,2022-08-07,12AM
18367,40.7130099,-73.9080099,G.L.A.,2022-05-03,2PM
18368,40.7130200,-73.7914002,Gr. Larceny,2022-09-11,10AM
18369,40.7129812,-73.7824449,Gr. Larceny,2022-05-15,3AM
18370,40.7128999,-73.9550599,Fel. Assault,2022-08-11,11AM
18371,40.7128503,-73.9222202,Gr. Larceny,2022-06-04,12PM
18372,40.7136402,-73.9870700,Robbery,2022-09-21,9PM
18373,40.7135504,-73.8126274,Robbery,2022-06-15,1AM
18374,40.7135131,-73.7560372,Gr. Larceny,2022-06-14,10PM
18375,40.7135001,-73.9156797,Robbery,2022-07-30,11AM
18376,40.7137898,-73.7918803,Fel. Assault,2022-08-29,5PM
18377,40.7137401,-73.9939298,Robbery,2022-09-11,11PM
18378,40.7138401,-73.9009403,Gr. Larceny,2022-04-26,8PM
18379,40.7138602,-73.9388003,Gr. Larceny,2022-07-03,10AM
18380,40.7139098,-73.9995497,Gr. Larceny,2022-09-25,6PM
18381,40.7139299,-73.9671298,Gr. Larceny,2022-09-26,12PM
18382,40.7139299,-74.0123103,Gr. Larceny,2022-05-20,4PM
18383,40.7139468,-73.9579221,Burglary,2022-09-27,5PM
18384,40.7140499,-73.9902102,Gr. Larceny,2022-09-08,8PM
18385,40.7140005,-73.9417118,G.L.A.,2022-08-16,1PM
18386,40.7140282,-73.8237514,Robbery,2022-01-01,8PM
18387,40.7140298,-73.9975400,Gr. Larceny,2022-08-18,2AM
18388,40.7141398,-73.9281298,G.L.A.,2022-09-11,8AM
18389,40.7147777,-73.8428244,Gr. Larceny,2022-05-26,5AM
18390,40.7147198,-73.9667798,Gr. Larceny,2022-08-24,6PM
18391,40.7147098,-73.7893302,Gr. Larceny,2022-01-25,11AM
18392,40.7146903,-73.9427003,Robbery,2022-09-13,9AM
18393,40.7146601,-73.7872998,Gr. Larceny,2022-10-02,3PM
18394,40.7144898,-73.9575503,Gr. Larceny,2022-09-06,7PM
18395,40.7145935,-73.8311749,Burglary,2022-02-27,12PM
18396,40.7145444,-73.9372906,Robbery,2022-06-28,8PM
18397,40.7145731,-73.8762276,Gr. Larceny,2022-01-18,4AM
18398,40.7144999,-73.9613000,Gr. Larceny,2022-09-28,3PM
18399,40.7144697,-73.7762102,Gr. Larceny,2022-08-30,10AM
18400,40.7141901,-73.7719502,Gr. Larceny,2022-03-15,6PM
18401,40.7142095,-73.9477170,Robbery,2022-08-04,8PM
18402,40.7142741,-73.9651458,G.L.A.,2022-05-18,12PM
18403,40.7143879,-74.0101497,Burglary,2022-06-25,10AM
18404,40.7143101,-73.8181499,Burglary,2022-05-27,5PM
18405,40.7142900,-73.9939499,Gr. Larceny,2022-08-16,12AM
18406,40.7143597,-73.9460597,Burglary,2022-08-22,6PM
18407,40.7143331,-73.7555855,Gr. Larceny,2022-09-07,2PM
18408,40.7109399,-73.7651501,G.L.A.,2022-07-05,4PM
18409,40.7109837,-73.7576544,Rape,2022-06-11,3PM
18410,40.7112497,-73.7770899,Fel. Assault,2022-06-27,11PM
18411,40.7110895,-73.9029476,Burglary,2022-05-10,3AM
18412,40.7110003,-73.7296497,Gr. Larceny,2022-05-11,12PM
18413,40.7111828,-73.7798558,Gr. Larceny,2022-03-23,12AM
18414,40.7113503,-73.8401802,G.L.A.,2022-07-26,9AM
18415,40.7114061,-73.9595336,Robbery,2022-05-22,3PM
18416,40.7114056,-74.0086316,Gr. Larceny,2022-02-08,3PM
18417,40.7118800,-73.9490101,G.L.A.,2022-06-27,2PM
18418,40.7118197,-73.8596497,Robbery,2022-08-15,9PM
18419,40.7119303,-73.9406799,G.L.A.,2022-05-09,8PM
18420,40.7120621,-74.0101578,Burglary,2022-09-06,1PM
18421,40.7121353,-73.7424613,Fel. Assault,2022-01-28,10PM
18422,40.7117138,-73.8753990,G.L.A.,2022-08-25,5PM
18423,40.7117034,-74.0008620,Gr. Larceny,2022-05-15,2AM
18424,40.7116299,-73.9439099,Gr. Larceny,2022-08-17,5PM
18425,40.7117599,-73.9924387,Gr. Larceny,2022-06-24,3PM
18426,40.7114558,-73.9198694,Robbery,2022-06-29,4AM
18427,40.7114100,-73.9531300,Robbery,2022-07-05,5AM
18428,40.7114200,-73.7876699,Fel. Assault,2022-08-06,8PM
18429,40.7114703,-73.8091799,Robbery,2022-04-04,5AM
18430,40.7115830,-73.9575401,Fel. Assault,2022-09-05,1PM
18431,40.7099251,-73.9622812,Gr. Larceny,2022-09-25,2AM
18432,40.7098406,-73.7890601,Fel. Assault,2022-02-26,3PM
18433,40.7098600,-73.9918656,Fel. Assault,2022-05-11,10AM
18434,40.7099897,-73.7433498,Gr. Larceny,2022-09-12,7PM
18435,40.7100460,-74.0136651,Gr. Larceny,2022-05-04,12PM
18436,40.7101299,-73.7882399,Gr. Larceny,2022-09-15,12AM
18437,40.7101146,-73.7785695,Burglary,2022-02-11,9AM
18438,40.7098000,-74.0099902,Gr. Larceny,2022-09-06,12AM
18439,40.7097959,-74.0099889,Gr. Larceny,2022-07-02,2PM
18440,40.7097001,-74.0116699,Gr. Larceny,2022-09-28,2PM
18441,40.7095499,-73.9260799,Gr. Larceny,2022-06-27,4PM
18442,40.7095079,-73.8449349,Burglary,2022-07-25,8PM
18443,40.7094995,-73.9508654,Gr. Larceny,2022-08-09,5PM
18444,40.7094701,-73.8050298,Robbery,2022-09-19,8PM
18445,40.7107962,-73.7706722,Gr. Larceny,2022-08-09,4PM
18446,40.7107602,-73.9617902,Gr. Larceny,2022-06-19,3PM
18447,40.7107534,-73.9454744,Gr. Larceny,2022-05-16,6AM
18448,40.7107148,-73.7634457,G.L.A.,2022-08-25,10PM
18449,40.7107300,-73.9186200,Robbery,2022-05-09,6PM
18450,40.7106462,-73.9056273,G.L.A.,2022-07-29,6PM
18451,40.7106502,-73.9056201,G.L.A.,2022-08-01,12PM
18452,40.7106201,-73.9092202,Fel. Assault,2022-09-21,6PM
18453,40.7105216,-74.0134657,Gr. Larceny,2022-07-02,8PM
18454,40.7103837,-73.9566448,Robbery,2022-04-11,3PM
18455,40.7103672,-74.0112293,Gr. Larceny,2022-05-21,2PM
18456,40.7103016,-73.7524425,Gr. Larceny,2022-05-21,9PM
18457,40.7104311,-73.9487898,G.L.A.,2022-04-25,3PM
18458,40.7104500,-73.9866136,Robbery,2022-08-20,1PM
18459,40.7102195,-73.9509888,Robbery,2022-06-10,10PM
18460,40.7102903,-73.9638857,Fel. Assault,2022-03-25,7AM
18461,40.7102437,-73.8055792,Fel. Assault,2022-06-17,3AM
18462,40.7048500,-73.8010997,Robbery,2022-10-01,5AM
18463,40.7048198,-73.9378501,Burglary,2022-09-26,10AM
18464,40.7049800,-73.9332099,Gr. Larceny,2022-06-27,8PM
18465,40.7050002,-73.9113957,Robbery,2022-02-17,7PM
18466,40.7051799,-73.8000597,Burglary,2022-04-18,1PM
18467,40.7050994,-73.8912538,Robbery,2022-05-27,1AM
18468,40.7051302,-73.8282102,Fel. Assault,2022-09-27,6PM
18469,40.7047552,-73.7480143,Rape,2022-07-08,9PM
18470,40.7047699,-74.0097266,Gr. Larceny,2022-01-24,1PM
18471,40.7048185,-73.7821393,Burglary,2022-08-22,1AM
18472,40.7046897,-73.8715198,G.L.A.,2022-04-07,3AM
18473,40.7046998,-73.7967800,Robbery,2022-05-05,12PM
18474,40.7047439,-73.8601576,Gr. Larceny,2022-07-15,7PM
18475,40.7046099,-73.8982400,Fel. Assault,2022-08-14,10PM
18476,40.7045998,-73.8101703,Robbery,2022-06-18,4PM
18477,40.7046301,-73.9410190,Fel. Assault,2022-06-23,10PM
18478,40.7045502,-73.8733497,Gr. Larceny,2022-04-11,6AM
18479,40.7045697,-73.8550899,Burglary,2022-06-30,9AM
18480,40.7045315,-73.7638523,Gr. Larceny,2022-04-15,7PM
18481,40.7041901,-73.8151203,G.L.A.,2022-07-15,2PM
18482,40.7043102,-73.9132898,Fel. Assault,2022-06-29,8PM
18483,40.7043303,-73.9444303,Gr. Larceny,2022-03-25,9PM
18484,40.7043939,-73.7708728,Robbery,2022-06-18,4PM
18485,40.7044000,-73.8820099,Gr. Larceny,2022-06-28,3PM
18486,40.7043799,-73.7977101,Burglary,2022-09-23,3PM
18487,40.7043708,-73.7977044,Robbery,2022-01-07,3PM
18488,40.7044036,-73.8820104,Robbery,2022-04-08,11PM
18489,40.7044420,-73.7928225,Gr. Larceny,2022-06-13,2PM
18490,40.7041398,-73.8075900,Robbery,2022-08-14,1PM
18491,40.7041003,-73.9276598,Robbery,2022-06-30,8PM
18492,40.7040364,-73.7694921,Gr. Larceny,2022-05-09,6PM
18493,40.7038998,-73.7322803,Burglary,2022-06-01,8PM
18494,40.7039379,-73.7844118,Fel. Assault,2022-04-26,5AM
18495,40.7038200,-73.8087702,Robbery,2022-04-28,12PM
18496,40.7038507,-73.9185004,Gr. Larceny,2022-09-22,4AM
18497,40.7058699,-74.0132497,Robbery,2022-08-14,2AM
18498,40.7058661,-73.7700007,Fel. Assault,2022-06-10,12PM
18499,40.7059819,-73.9569521,Gr. Larceny,2022-03-15,11AM
18500,40.7059798,-73.9569502,Gr. Larceny,2022-02-20,7PM
18501,40.7059503,-73.7395598,Robbery,2022-07-14,2PM
18502,40.7059030,-73.8154480,G.L.A.,2022-05-24,6PM
18503,40.7061782,-73.8229595,Fel. Assault,2022-02-18,11PM
18504,40.7062377,-74.0031647,Rape,2022-10-01,9PM
18505,40.7062299,-73.7891527,Robbery,2022-09-05,6AM
18506,40.7062098,-73.7567300,Gr. Larceny,2022-04-05,2PM
18507,40.7062702,-73.7586102,Fel. Assault,2022-09-15,6PM
18508,40.7063819,-73.7925547,Robbery,2022-09-03,8PM
18509,40.7063542,-73.8292520,Gr. Larceny,2022-04-06,8PM
18510,40.7065898,-73.7546652,Gr. Larceny,2022-08-26,1AM
18511,40.7065104,-73.9169765,Gr. Larceny,2022-04-13,3PM
18512,40.7064498,-73.7415333,Gr. Larceny,2022-08-03,1PM
18513,40.7054199,-73.8291999,G.L.A.,2022-08-08,9AM
18514,40.7053898,-73.7803797,G.L.A.,2022-05-31,2PM
18515,40.7053200,-73.9595103,Robbery,2022-05-04,5AM
18516,40.7053401,-73.8192797,Gr. Larceny,2022-03-02,8PM
18517,40.7053100,-73.7398099,Gr. Larceny,2022-07-06,12PM
18518,40.7052597,-73.8342002,Fel. Assault,2022-05-20,4AM
18519,40.7057498,-73.8965602,Robbery,2022-10-01,4AM
18520,40.7056700,-73.8650697,Gr. Larceny,2022-01-31,12PM
18521,40.7057523,-73.8016623,Robbery,2022-08-31,7PM
18522,40.7058202,-73.8825899,Gr. Larceny,2022-04-21,1PM
18523,40.7058001,-74.0038600,Gr. Larceny,2022-03-25,1AM
18524,40.7055241,-73.9008396,Fel. Assault,2022-08-21,10PM
18525,40.7055198,-73.9008397,Burglary,2022-06-24,7PM
18526,40.7054897,-73.7948998,Robbery,2022-02-23,10AM
18527,40.7056003,-73.8891198,Fel. Assault,2022-04-10,12AM
18528,40.7056097,-73.8128800,Robbery,2022-09-26,5AM
18529,40.7056499,-73.8767702,G.L.A.,2022-06-08,2PM
18530,40.7056298,-73.9155100,Robbery,2022-09-07,3AM
18531,40.7088900,-73.9547199,Gr. Larceny,2022-07-09,10PM
18532,40.7090302,-73.7509397,Gr. Larceny,2022-05-22,3PM
18533,40.7087197,-73.7790500,G.L.A.,2022-02-06,1AM
18534,40.7086115,-73.9451356,Robbery,2022-06-08,11PM
18535,40.7087003,-74.0072899,Gr. Larceny,2022-09-27,5AM
18536,40.7087599,-74.0050797,G.L.A.,2022-08-17,1PM
18537,40.7087801,-73.8523802,Gr. Larceny,2022-02-16,8PM
18538,40.7088063,-73.7587134,G.L.A.,2022-01-16,5PM
18539,40.7087801,-73.9122900,Robbery,2022-04-10,7AM
18540,40.7093542,-73.8178146,G.L.A.,2022-06-03,6AM
18541,40.7093841,-73.8101417,Gr. Larceny,2022-06-15,8AM
18542,40.7090899,-74.0078102,Robbery,2022-07-30,2AM
18543,40.7090824,-73.8651486,Gr. Larceny,2022-01-26,5AM
18544,40.7092185,-73.7921669,Robbery,2022-07-19,1AM
18545,40.7091902,-73.9962178,Robbery,2022-09-13,5PM
18546,40.7091637,-73.9468528,Gr. Larceny,2022-06-25,11AM
18547,40.7079590,-73.8281327,G.L.A.,2022-07-13,6AM
18548,40.7082798,-73.9484301,Fel. Assault,2022-05-31,12AM
18549,40.7082597,-74.0019301,G.L.A.,2022-08-08,6PM
18550,40.7081303,-73.8030101,Fel. Assault,2022-08-10,11PM
18551,40.7084679,-73.7658213,Burglary,2022-09-15,9PM
18552,40.7083502,-74.0076399,Robbery,2022-09-22,12AM
18553,40.7083697,-73.9399597,Rape,2022-08-06,12PM
18554,40.7083301,-73.8323703,G.L.A.,2022-09-29,12PM
18555,40.7073303,-73.7512100,Robbery,2022-08-11,12AM
18556,40.7073203,-73.9432099,Fel. Assault,2022-03-16,11PM
18557,40.7073942,-73.9599705,Fel. Assault,2022-08-22,11PM
18558,40.7073900,-74.0054700,Gr. Larceny,2022-08-26,4AM
18559,40.7073900,-73.9184698,Gr. Larceny,2022-08-19,12AM
18560,40.7074597,-74.0171202,Gr. Larceny,2022-08-02,10AM
18561,40.7074698,-73.9100598,Gr. Larceny,2022-07-06,4PM
18562,40.7074698,-73.9660200,G.L.A.,2022-08-05,2PM
18563,40.7075592,-73.7725921,Gr. Larceny,2022-01-26,2PM
18564,40.7075798,-73.9288601,Gr. Larceny,2022-08-30,7PM
18565,40.7076703,-73.9010502,Fel. Assault,2022-09-21,11AM
18566,40.7077185,-73.7912911,Gr. Larceny,2022-09-27,10AM
18567,40.7077254,-73.7963053,Robbery,2022-08-20,1AM
18568,40.7079499,-73.7847798,Gr. Larceny,2022-05-23,3PM
18569,40.7079097,-73.9108001,Robbery,2022-09-10,4AM
18570,40.7079097,-74.0060198,Gr. Larceny,2022-04-16,3AM
18571,40.7078547,-73.7477714,G.L.A.,2022-05-23,9AM
18572,40.7072103,-74.0059400,Gr. Larceny,2022-07-05,12PM
18573,40.7071830,-73.7948624,Gr. Larceny,2022-08-24,2PM
18574,40.7070299,-73.9320700,Fel. Assault,2022-06-29,3PM
18575,40.7070218,-73.7982627,Robbery,2022-09-11,11AM
18576,40.7071112,-73.8171024,Gr. Larceny,2022-08-09,1PM
18577,40.7069803,-73.8130597,Gr. Larceny,2022-08-08,5PM
18578,40.7069612,-73.7828722,Gr. Larceny,2022-02-08,2PM
18579,40.7069522,-73.7279340,Gr. Larceny,2022-06-03,7PM
18580,40.7069997,-73.9465298,Burglary,2022-01-11,10AM
18581,40.7069897,-73.9387098,Gr. Larceny,2022-08-06,6PM
18582,40.7069803,-73.7527797,Fel. Assault,2022-07-16,1PM
18583,40.7070199,-73.7982599,Gr. Larceny,2022-09-11,8AM
18584,40.7070202,-73.8289356,Gr. Larceny,2022-05-11,7PM
18585,40.7067680,-74.0125124,Gr. Larceny,2022-06-13,1PM
18586,40.7069300,-73.8754103,G.L.A.,2022-05-03,11PM
18587,40.7069126,-73.7907677,Robbery,2022-06-22,9PM
18588,40.7069501,-73.9547400,Robbery,2022-09-16,11PM
18589,40.7069479,-74.0089838,Fel. Assault,2022-01-20,4AM
18590,40.7066585,-74.0159354,Rape,2022-06-23,12PM
18591,40.6910924,-73.9277080,Gr. Larceny,2022-02-23,8PM
18592,40.6912487,-73.9051228,Gr. Larceny,2022-08-19,5AM
18593,40.6909716,-73.8143865,Fel. Assault,2022-07-01,2AM
18594,40.6910701,-73.9088199,Gr. Larceny,2022-05-10,7PM
18595,40.6906179,-73.8185287,Burglary,2022-08-31,2AM
18596,40.6907000,-73.9161900,Robbery,2022-09-18,6AM
18597,40.6906989,-73.8583532,Gr. Larceny,2022-02-14,7PM
18598,40.6909525,-73.7433539,Fel. Assault,2022-02-04,11AM
18599,40.6907971,-73.9563625,Gr. Larceny,2022-08-15,8AM
18600,40.6907898,-73.9563601,Burglary,2022-03-16,9PM
18601,40.6899898,-73.9815500,Gr. Larceny,2022-07-05,11PM
18602,40.6899898,-73.9814200,Robbery,2022-08-22,11PM
18603,40.6902363,-73.7595549,Fel. Assault,2022-02-23,10PM
18604,40.6902701,-73.8717203,Gr. Larceny,2022-09-30,9PM
18605,40.6902098,-73.8546299,G.L.A.,2022-04-14,11AM
18606,40.6904297,-73.9594299,Robbery,2022-03-14,7PM
18607,40.6903425,-73.9602865,Robbery,2022-09-04,4AM
18608,40.6905825,-73.9851181,Robbery,2022-09-27,11PM
18609,40.6904700,-73.7613299,Gr. Larceny,2022-06-15,3PM
18610,40.6914302,-73.8375798,Robbery,2022-08-14,11PM
18611,40.6914840,-73.9255623,Robbery,2022-05-06,4PM
18612,40.6914798,-73.9255603,Gr. Larceny,2022-08-20,2PM
18613,40.6915634,-73.8656215,Gr. Larceny,2022-09-18,10AM
18614,40.6915797,-73.7931899,Gr. Larceny,2022-09-29,7PM
18615,40.6916145,-73.8055670,Fel. Assault,2022-06-16,4PM
18616,40.6919103,-73.9789402,Gr. Larceny,2022-09-16,4PM
18617,40.6916803,-73.9735403,Gr. Larceny,2022-08-02,11PM
18618,40.6916886,-73.9058562,Robbery,2022-09-20,6PM
18619,40.6917400,-73.9665598,Gr. Larceny,2022-03-16,5PM
18620,40.6925400,-73.9910102,Gr. Larceny,2022-09-02,7PM
18621,40.6925400,-73.9073601,Fel. Assault,2022-09-22,12AM
18622,40.6922597,-73.9882100,Robbery,2022-09-14,4PM
18623,40.6922576,-73.8178961,Gr. Larceny,2022-08-25,2PM
18624,40.6922021,-73.8474755,Fel. Assault,2022-03-06,2PM
18625,40.6919405,-73.9398190,Gr. Larceny,2022-09-21,6AM
18626,40.6896034,-73.8386769,Fel. Assault,2022-02-24,12AM
18627,40.6896003,-73.9721603,Gr. Larceny,2022-09-27,5AM
18628,40.6896308,-73.9857532,Gr. Larceny,2022-07-26,10PM
18629,40.6893300,-73.9560402,Gr. Larceny,2022-05-04,9AM
18630,40.6894997,-73.7861001,Gr. Larceny,2022-06-01,4PM
18631,40.6894199,-73.9968701,Burglary,2022-02-09,10PM
18632,40.6894400,-73.9551202,Robbery,2022-06-01,9PM
18633,40.6898553,-73.9514586,Robbery,2022-07-07,8AM
18634,40.6898403,-73.9779700,Gr. Larceny,2022-08-06,8PM
18635,40.6898001,-73.8677600,Rape,2022-09-20,2PM
18636,40.6897002,-73.7472403,Gr. Larceny,2022-06-12,1PM
18637,40.6889002,-73.9824197,Burglary,2022-09-19,10AM
18638,40.6887902,-73.9168900,Burglary,2022-10-01,9PM
18639,40.6887802,-73.8176201,Gr. Larceny,2022-02-17,8PM
18640,40.6888646,-73.7883621,Robbery,2022-09-20,2PM
18641,40.6889990,-73.8293350,Robbery,2022-03-19,12AM
18642,40.6890202,-73.9392603,Burglary,2022-06-17,7AM
18643,40.6892836,-73.7961074,G.L.A.,2022-04-20,5PM
18644,40.6892374,-73.8424650,Gr. Larceny,2022-08-11,4AM
18645,40.6892193,-73.8578514,G.L.A.,2022-01-26,6PM
18646,40.6891798,-73.9095300,Robbery,2022-08-25,8AM
18647,40.6878803,-73.8694397,G.L.A.,2022-07-28,7AM
18648,40.6878602,-73.9783401,Gr. Larceny,2022-09-01,6PM
18649,40.6879400,-73.9813797,Robbery,2022-07-08,9AM
18650,40.6879400,-73.9419197,Gr. Larceny,2022-08-21,8PM
18651,40.6879400,-73.9154001,Gr. Larceny,2022-05-26,9PM
18652,40.6877543,-73.8337178,Gr. Larceny,2022-08-16,3PM
18653,40.6875001,-73.9146497,G.L.A.,2022-04-25,12PM
18654,40.6875024,-73.9146469,Robbery,2022-09-09,2AM
18655,40.6876999,-73.8734798,Burglary,2022-07-29,1AM
18656,40.6875988,-73.9986681,Burglary,2022-05-06,5PM
18657,40.6876697,-73.8407401,G.L.A.,2022-02-05,11PM
18658,40.6884544,-73.9571175,Gr. Larceny,2022-08-10,9PM
18659,40.6884771,-73.9973377,Gr. Larceny,2022-05-24,7PM
18660,40.6885602,-73.9910799,G.L.A.,2022-03-23,8PM
18661,40.6886237,-73.9361703,Gr. Larceny,2022-08-26,8PM
18662,40.6886702,-73.7956099,G.L.A.,2022-03-22,3AM
18663,40.6886501,-73.9205600,Gr. Larceny,2022-08-26,7PM
18664,40.6881865,-73.8070223,Fel. Assault,2022-07-10,9AM
18665,40.6882050,-73.9330943,Fel. Assault,2022-08-11,10PM
18666,40.6882811,-73.9390997,Burglary,2022-01-27,5AM
18667,40.6883698,-73.8584997,G.L.A.,2022-09-06,9PM
18668,40.6825928,-73.9559483,Gr. Larceny,2022-06-29,12PM
18669,40.6825702,-73.7820098,Fel. Assault,2022-08-26,1AM
18670,40.6825802,-73.7888601,Fel. Assault,2022-01-25,12PM
18671,40.6828393,-73.9538178,Gr. Larceny,2022-08-04,9AM
18672,40.6827520,-73.8204209,Gr. Larceny,2022-01-22,7PM
18673,40.6827901,-74.0000398,Burglary,2022-08-12,8AM
18674,40.6827545,-73.8134225,Gr. Larceny,2022-07-29,8PM
18675,40.6825126,-73.9796939,Robbery,2022-08-09,5PM
18676,40.6824602,-73.8300200,Fel. Assault,2022-06-09,5PM
18677,40.6824200,-73.8361602,Robbery,2022-04-18,5AM
18678,40.6824998,-73.8213001,Robbery,2022-08-28,8AM
18679,40.6824892,-73.9437383,Burglary,2022-05-24,6AM
18680,40.6823697,-73.9056301,G.L.A.,2022-08-01,6PM
18681,40.6830302,-73.9647802,Robbery,2022-09-14,3AM
